sample_id,latency_ms,jitter_ms,packet_loss_pct,throughput_mbps,network_type,qos_class,recommended_apps
26,15.3,5.6,0.34,103.7,Fiber Broadband,GOOD,"Cloud Gaming, 4K Stream, Team Calls"
27,21.1,5.2,0.06,93.5,Fiber Broadband,GOOD,"Cloud Gaming, 4K Stream, Team Calls"
28,25.4,6.8,0.44,76.3,Fiber Broadband,GOOD,"Cloud Gaming, 4K Stream, Team Calls"
29,26.5,2.9,0.46,137.1,Fiber Broadband,GOOD,"Cloud Gaming, 4K Stream, Team Calls"
30,21.9,5.2,0.3,65.3,Fiber Broadband,GOOD,"Cloud Gaming, 4K Stream, Team Calls"
31,31.0,5.7,0.49,160.8,5G Ultra Wideband,GOOD,"Live Streaming, Cloud Gaming, 4K"
32,18.0,4.6,0.11,236.5,5G Ultra Wideband,GOOD,"Live Streaming, Cloud Gaming, 4K"
33,32.9,7.2,0.25,71.0,5G Ultra Wideband,GOOD,"Live Streaming, Cloud Gaming, 4K"
34,32.9,7.7,0.14,152.3,5G Ultra Wideband,GOOD,"Live Streaming, Cloud Gaming, 4K"
35,19.2,6.8,0.48,84.4,5G Ultra Wideband,GOOD,"Live Streaming, Cloud Gaming, 4K"
36,26.1,5.7,0.23,225.8,5G Ultra Wideband,GOOD,"Live Streaming, Cloud Gaming, 4K"
37,25.2,4.1,0.37,198.7,5G Ultra Wideband,GOOD,"Live Streaming, Cloud Gaming, 4K"
38,21.4,4.6,0.6,183.5,5G Ultra Wideband,GOOD,"Live Streaming, Cloud Gaming, 4K"
39,25.4,5.6,0.16,102.7,5G Ultra Wideband,GOOD,"Live Streaming, Cloud Gaming, 4K"
40,23.7,5.9,0.22,101.8,5G Ultra Wideband,GOOD,"Live Streaming, Cloud Gaming, 4K"
41,19.2,6.2,0.21,232.0,5G Ultra Wideband,GOOD,"Live Streaming, Cloud Gaming, 4K"
42,32.6,3.4,0.22,187.1,5G Ultra Wideband,GOOD,"Live Streaming, Cloud Gaming, 4K"
43,21.6,3.7,0.57,168.5,5G Ultra Wideband,GOOD,"Live Streaming, Cloud Gaming, 4K"
44,26.0,6.9,0.5,96.2,5G Ultra Wideband,GOOD,"Live Streaming, Cloud Gaming, 4K"
45,19.6,5.2,0.31,148.7,5G Ultra Wideband,GOOD,"Live Streaming, Cloud Gaming, 4K"
46,41.8,7.4,0.79,40.4,5G Sub-6,GOOD,"4K Streaming, VoIP, Online Multiplayer"
47,34.3,5.7,0.72,48.7,5G Sub-6,GOOD,"4K Streaming, VoIP, Online Multiplayer"
48,29.4,6.2,0.45,50.3,5G Sub-6,GOOD,"4K Streaming, VoIP, Online Multiplayer"
49,30.7,8.6,0.47,82.4,5G Sub-6,GOOD,"4K Streaming, VoIP, Online Multiplayer"
50,37.7,4.3,0.8,81.0,5G Sub-6,GOOD,"4K Streaming, VoIP, Online Multiplayer"
51,47.3,8.6,0.71,44.1,5G Sub-6,GOOD,"4K Streaming, VoIP, Online Multiplayer"
52,36.2,5.1,0.44,38.2,5G Sub-6,GOOD,"4K Streaming, VoIP, Online Multiplayer"
53,33.7,8.9,0.36,78.1,5G Sub-6,GOOD,"4K Streaming, VoIP, Online Multiplayer"
54,35.5,6.1,0.77,89.7,5G Sub-6,GOOD,"4K Streaming, VoIP, Online Multiplayer"
55,37.8,7.6,0.29,51.3,5G Sub-6,GOOD,"4K Streaming, VoIP, Online Multiplayer"
56,47.3,6.9,0.53,76.1,5G Sub-6,GOOD,"4K Streaming, VoIP, Online Multiplayer"
57,26.3,6.9,0.5,81.9,5G Sub-6,GOOD,"4K Streaming, VoIP, Online Multiplayer"
58,28.6,8.8,0.25,45.2,5G Sub-6,GOOD,"4K Streaming, VoIP, Online Multiplayer"
59,38.7,7.4,0.34,41.6,5G Sub-6,GOOD,"4K Streaming, VoIP, Online Multiplayer"
60,45.5,5.2,0.56,69.1,5G Sub-6,GOOD,"4K Streaming, VoIP, Online Multiplayer"
61,20.4,4.3,0.21,191.5,Wi-Fi 6 (Low Load),GOOD,"Cloud Gaming, HD Video, Fast DL"
62,16.1,4.9,0.1,121.5,Wi-Fi 6 (Low Load),GOOD,"Cloud Gaming, HD Video, Fast DL"
63,25.4,3.2,0.13,167.7,Wi-Fi 6 (Low Load),GOOD,"Cloud Gaming, HD Video, Fast DL"
64,13.5,3.8,0.4,199.5,Wi-Fi 6 (Low Load),GOOD,"Cloud Gaming, HD Video, Fast DL"
65,13.5,2.9,0.11,191.3,Wi-Fi 6 (Low Load),GOOD,"Cloud Gaming, HD Video, Fast DL"
66,29.6,5.5,0.15,90.5,Wi-Fi 6 (Low Load),GOOD,"Cloud Gaming, HD Video, Fast DL"
67,28.7,4.8,0.24,198.3,Wi-Fi 6 (Low Load),GOOD,"Cloud Gaming, HD Video, Fast DL"
68,25.1,2.0,0.33,108.9,Wi-Fi 6 (Low Load),GOOD,"Cloud Gaming, HD Video, Fast DL"
69,25.3,5.8,0.05,85.0,Wi-Fi 6 (Low Load),GOOD,"Cloud Gaming, HD Video, Fast DL"
70,14.1,4.2,0.11,148.6,Wi-Fi 6 (Low Load),GOOD,"Cloud Gaming, HD Video, Fast DL"
71,26.4,2.8,0.25,104.3,Wi-Fi 6 (Low Load),GOOD,"Cloud Gaming, HD Video, Fast DL"
72,21.8,5.6,0.34,82.0,Wi-Fi 6 (Low Load),GOOD,"Cloud Gaming, HD Video, Fast DL"
73,20.5,3.1,0.0,170.2,Wi-Fi 6 (Low Load),GOOD,"Cloud Gaming, HD Video, Fast DL"
74,24.7,3.0,0.3,141.7,Wi-Fi 6 (Low Load),GOOD,"Cloud Gaming, HD Video, Fast DL"
75,20.6,2.0,0.03,184.8,Wi-Fi 6 (Low Load),GOOD,"Cloud Gaming, HD Video, Fast DL"
76,91.2,14.4,2.0,21.3,4G LTE Standard,MEDIUM,"1080p Video, Web, Standard Calls"
77,60.9,11.0,1.37,26.4,4G LTE Standard,MEDIUM,"1080p Video, Web, Standard Calls"
78,86.8,16.9,2.08,15.4,4G LTE Standard,MEDIUM,"1080p Video, Web, Standard Calls"
79,65.0,10.8,1.94,26.1,4G LTE Standard,MEDIUM,"1080p Video, Web, Standard Calls"
80,71.3,15.0,1.19,26.9,4G LTE Standard,MEDIUM,"1080p Video, Web, Standard Calls"
81,89.6,17.8,1.97,26.1,4G LTE Standard,MEDIUM,"1080p Video, Web, Standard Calls"
82,56.0,15.9,1.4,26.9,4G LTE Standard,MEDIUM,"1080p Video, Web, Standard Calls"
83,87.1,16.9,1.97,16.3,4G LTE Standard,MEDIUM,"1080p Video, Web, Standard Calls"
84,86.5,10.9,2.05,25.7,4G LTE Standard,MEDIUM,"1080p Video, Web, Standard Calls"
85,63.9,16.5,1.55,16.9,4G LTE Standard,MEDIUM,"1080p Video, Web, Standard Calls"
86,86.8,11.8,1.03,15.1,4G LTE Standard,MEDIUM,"1080p Video, Web, Standard Calls"
87,68.1,16.9,2.16,16.5,4G LTE Standard,MEDIUM,"1080p Video, Web, Standard Calls"
88,80.7,13.2,2.18,20.6,4G LTE Standard,MEDIUM,"1080p Video, Web, Standard Calls"
89,82.9,12.0,2.46,18.0,Wi-Fi (Multi-User),MEDIUM,"Zoom Calls, YouTube 1080p, Web"
90,83.7,13.4,1.25,22.4,Wi-Fi (Multi-User),MEDIUM,"Zoom Calls, YouTube 1080p, Web"
91,75.5,13.8,1.95,23.7,Wi-Fi (Multi-User),MEDIUM,"Zoom Calls, YouTube 1080p, Web"
92,63.5,16.2,1.46,27.0,Wi-Fi (Multi-User),MEDIUM,"Zoom Calls, YouTube 1080p, Web"
93,50.1,19.3,1.85,27.2,Wi-Fi (Multi-User),MEDIUM,"Zoom Calls, YouTube 1080p, Web"
94,76.0,17.0,1.61,16.2,Wi-Fi (Multi-User),MEDIUM,"Zoom Calls, YouTube 1080p, Web"
95,73.2,14.0,1.54,29.4,Wi-Fi (Multi-User),MEDIUM,"Zoom Calls, YouTube 1080p, Web"
96,75.2,13.7,1.53,21.9,Wi-Fi (Multi-User),MEDIUM,"Zoom Calls, YouTube 1080p, Web"
97,64.1,13.7,1.28,22.1,Wi-Fi (Multi-User),MEDIUM,"Zoom Calls, YouTube 1080p, Web"
98,82.9,17.1,2.36,25.5,Wi-Fi (Multi-User),MEDIUM,"Zoom Calls, YouTube 1080p, Web"
99,60.5,15.9,1.1,19.9,Wi-Fi (Multi-User),MEDIUM,"Zoom Calls, YouTube 1080p, Web"
100,65.0,16.2,2.02,22.9,Wi-Fi (Multi-User),MEDIUM,"Zoom Calls, YouTube 1080p, Web"
101,65.5,12.9,1.76,30.3,Wi-Fi (Multi-User),MEDIUM,"Zoom Calls, YouTube 1080p, Web"
102,99.8,13.7,1.32,17.7,VDSL / Cable,MEDIUM,"Video Meetings, Buffered Streaming"
103,91.6,15.4,2.35,21.3,VDSL / Cable,MEDIUM,"Video Meetings, Buffered Streaming"
104,93.6,14.2,1.48,10.4,VDSL / Cable,MEDIUM,"Video Meetings, Buffered Streaming"
105,72.2,16.8,2.39,11.1,VDSL / Cable,MEDIUM,"Video Meetings, Buffered Streaming"
106,80.7,18.3,1.47,20.4,VDSL / Cable,MEDIUM,"Video Meetings, Buffered Streaming"
107,84.7,14.4,2.12,10.1,VDSL / Cable,MEDIUM,"Video Meetings, Buffered Streaming"
108,97.5,19.7,1.35,16.4,VDSL / Cable,MEDIUM,"Video Meetings, Buffered Streaming"
109,68.8,21.6,1.93,10.8,VDSL / Cable,MEDIUM,"Video Meetings, Buffered Streaming"
110,72.5,20.5,1.84,22.0,VDSL / Cable,MEDIUM,"Video Meetings, Buffered Streaming"
111,93.4,21.9,2.03,24.3,VDSL / Cable,MEDIUM,"Video Meetings, Buffered Streaming"
112,104.6,18.1,2.21,17.6,VDSL / Cable,MEDIUM,"Video Meetings, Buffered Streaming"
113,101.5,17.5,2.46,21.2,VDSL / Cable,MEDIUM,"Video Meetings, Buffered Streaming"
114,83.7,14.6,1.55,19.6,VDSL / Cable,MEDIUM,"Video Meetings, Buffered Streaming"
115,125.9,19.2,2.34,9.3,4G Edge Cell,MEDIUM,"720p Video, Social Media, Audio"
116,84.6,16.9,1.81,9.8,4G Edge Cell,MEDIUM,"720p Video, Social Media, Audio"
117,112.4,15.4,1.75,14.3,4G Edge Cell,MEDIUM,"720p Video, Social Media, Audio"
118,122.4,14.6,2.01,12.5,4G Edge Cell,MEDIUM,"720p Video, Social Media, Audio"
119,104.9,16.1,2.03,16.9,4G Edge Cell,MEDIUM,"720p Video, Social Media, Audio"
120,115.0,21.0,2.69,15.2,4G Edge Cell,MEDIUM,"720p Video, Social Media, Audio"
121,102.8,14.1,1.93,15.0,4G Edge Cell,MEDIUM,"720p Video, Social Media, Audio"
122,131.2,23.5,2.03,15.0,4G Edge Cell,MEDIUM,"720p Video, Social Media, Audio"
123,112.8,20.0,1.73,8.6,4G Edge Cell,MEDIUM,"720p Video, Social Media, Audio"
124,106.2,14.3,1.9,14.1,4G Edge Cell,MEDIUM,"720p Video, Social Media, Audio"
125,104.3,15.7,2.1,7.5,4G Edge Cell,MEDIUM,"720p Video, Social Media, Audio"
126,117.3,14.3,1.99,12.8,4G Edge Cell,MEDIUM,"720p Video, Social Media, Audio"
127,81.6,20.4,1.6,11.5,4G Edge Cell,MEDIUM,"720p Video, Social Media, Audio"
128,92.8,18.8,1.82,11.9,Rural Fixed Wireless,MEDIUM,"Web Browsing, Standard Video"
129,131.9,18.8,2.63,18.0,Rural Fixed Wireless,MEDIUM,"Web Browsing, Standard Video"
130,103.9,15.8,1.53,14.5,Rural Fixed Wireless,MEDIUM,"Web Browsing, Standard Video"
131,145.0,18.5,2.48,17.4,Rural Fixed Wireless,MEDIUM,"Web Browsing, Standard Video"
132,125.8,22.5,2.92,10.4,Rural Fixed Wireless,MEDIUM,"Web Browsing, Standard Video"
133,91.1,16.5,1.69,16.0,Rural Fixed Wireless,MEDIUM,"Web Browsing, Standard Video"
134,121.0,17.2,2.55,17.2,Rural Fixed Wireless,MEDIUM,"Web Browsing, Standard Video"
135,99.2,21.1,2.62,9.4,Rural Fixed Wireless,MEDIUM,"Web Browsing, Standard Video"
136,135.1,24.6,1.66,8.3,Rural Fixed Wireless,MEDIUM,"Web Browsing, Standard Video"
137,107.2,21.8,2.94,12.8,Rural Fixed Wireless,MEDIUM,"Web Browsing, Standard Video"
138,129.3,15.8,2.54,15.5,Rural Fixed Wireless,MEDIUM,"Web Browsing, Standard Video"
139,95.6,22.7,2.78,15.2,Rural Fixed Wireless,MEDIUM,"Web Browsing, Standard Video"
140,96.7,24.8,2.67,12.2,Rural Fixed Wireless,MEDIUM,"Web Browsing, Standard Video"
141,191.4,32.4,5.52,2.5,Congested Public Wi-Fi,BAD,"Basic Web, Text Chat (Frequent Lag)"
142,227.2,41.4,3.92,4.9,Congested Public Wi-Fi,BAD,"Basic Web, Text Chat (Frequent Lag)"
143,209.0,41.6,6.33,2.9,Congested Public Wi-Fi,BAD,"Basic Web, Text Chat (Frequent Lag)"
144,217.4,44.3,4.58,4.3,Congested Public Wi-Fi,BAD,"Basic Web, Text Chat (Frequent Lag)"
145,200.7,34.7,5.24,4.0,Congested Public Wi-Fi,BAD,"Basic Web, Text Chat (Frequent Lag)"
146,177.8,42.0,6.82,1.5,Congested Public Wi-Fi,BAD,"Basic Web, Text Chat (Frequent Lag)"
147,229.9,29.9,5.36,3.5,Congested Public Wi-Fi,BAD,"Basic Web, Text Chat (Frequent Lag)"
148,187.2,25.6,6.9,1.9,Congested Public Wi-Fi,BAD,"Basic Web, Text Chat (Frequent Lag)"
149,173.0,41.0,4.86,4.5,Congested Public Wi-Fi,BAD,"Basic Web, Text Chat (Frequent Lag)"
150,214.6,30.5,3.54,4.8,Congested Public Wi-Fi,BAD,"Basic Web, Text Chat (Frequent Lag)"
151,162.3,39.4,5.45,4.1,Congested Public Wi-Fi,BAD,"Basic Web, Text Chat (Frequent Lag)"
152,213.7,37.9,5.46,4.2,Congested Public Wi-Fi,BAD,"Basic Web, Text Chat (Frequent Lag)"
153,502.3,36.6,5.08,4.4,Legacy Geostationary Satellite,BAD,"Buffered Web, Email Only"
154,619.6,44.2,4.59,5.4,Legacy Geostationary Satellite,BAD,"Buffered Web, Email Only"
155,659.0,39.9,5.11,4.2,Legacy Geostationary Satellite,BAD,"Buffered Web, Email Only"
156,540.3,33.6,3.58,3.0,Legacy Geostationary Satellite,BAD,"Buffered Web, Email Only"
157,608.6,52.9,3.56,3.7,Legacy Geostationary Satellite,BAD,"Buffered Web, Email Only"
158,596.2,51.7,5.93,6.2,Legacy Geostationary Satellite,BAD,"Buffered Web, Email Only"
159,547.9,33.0,3.58,3.8,Legacy Geostationary Satellite,BAD,"Buffered Web, Email Only"
160,523.1,30.4,4.6,4.2,Legacy Geostationary Satellite,BAD,"Buffered Web, Email Only"
161,713.8,46.6,5.09,3.0,Legacy Geostationary Satellite,BAD,"Buffered Web, Email Only"
162,688.4,44.7,5.62,6.6,Legacy Geostationary Satellite,BAD,"Buffered Web, Email Only"
163,592.7,43.2,3.55,2.4,Legacy Geostationary Satellite,BAD,"Buffered Web, Email Only"
164,705.9,44.3,5.47,5.2,Legacy Geostationary Satellite,BAD,"Buffered Web, Email Only"
165,167.4,36.1,4.24,1.2,3G / Degraded Cellular,BAD,"Low-Res Audio, Text Messaging"
166,216.3,30.9,8.47,1.1,3G / Degraded Cellular,BAD,"Low-Res Audio, Text Messaging"
167,236.4,35.7,7.56,1.4,3G / Degraded Cellular,BAD,"Low-Res Audio, Text Messaging"
168,212.3,33.2,5.99,3.1,3G / Degraded Cellular,BAD,"Low-Res Audio, Text Messaging"
169,259.0,30.9,6.79,2.4,3G / Degraded Cellular,BAD,"Low-Res Audio, Text Messaging"
170,234.0,41.2,4.94,1.4,3G / Degraded Cellular,BAD,"Low-Res Audio, Text Messaging"
171,226.0,28.5,4.78,1.0,3G / Degraded Cellular,BAD,"Low-Res Audio, Text Messaging"
172,160.3,33.2,6.67,1.6,3G / Degraded Cellular,BAD,"Low-Res Audio, Text Messaging"
173,183.1,37.3,7.16,2.0,3G / Degraded Cellular,BAD,"Low-Res Audio, Text Messaging"
174,228.7,40.8,7.55,2.5,3G / Degraded Cellular,BAD,"Low-Res Audio, Text Messaging"
175,226.1,40.9,5.91,2.3,3G / Degraded Cellular,BAD,"Low-Res Audio, Text Messaging"
176,224.8,40.5,7.72,1.0,3G / Degraded Cellular,BAD,"Low-Res Audio, Text Messaging"
177,211.6,41.2,10.24,3.0,Packet Storm / Bufferbloat,BAD,Severely Impaired (Dropped Packets)
178,227.5,37.5,9.82,3.4,Packet Storm / Bufferbloat,BAD,Severely Impaired (Dropped Packets)
179,312.5,45.0,8.46,1.7,Packet Storm / Bufferbloat,BAD,Severely Impaired (Dropped Packets)
180,195.2,43.6,7.26,2.2,Packet Storm / Bufferbloat,BAD,Severely Impaired (Dropped Packets)
181,201.9,54.2,10.85,3.1,Packet Storm / Bufferbloat,BAD,Severely Impaired (Dropped Packets)
182,313.6,55.0,9.71,2.2,Packet Storm / Bufferbloat,BAD,Severely Impaired (Dropped Packets)
183,195.2,50.1,8.29,3.3,Packet Storm / Bufferbloat,BAD,Severely Impaired (Dropped Packets)
184,309.1,38.6,9.1,3.2,Packet Storm / Bufferbloat,BAD,Severely Impaired (Dropped Packets)
185,253.9,36.8,7.44,2.4,Packet Storm / Bufferbloat,BAD,Severely Impaired (Dropped Packets)
186,277.1,52.2,7.31,3.4,Packet Storm / Bufferbloat,BAD,Severely Impaired (Dropped Packets)
187,227.5,53.9,10.69,3.0,Packet Storm / Bufferbloat,BAD,Severely Impaired (Dropped Packets)
188,249.1,41.3,7.26,4.1,Packet Storm / Bufferbloat,BAD,Severely Impaired (Dropped Packets)
189,214.5,38.3,8.94,2.3,Extreme Range Wi-Fi,BAD,"Connection Dropouts, Text Only"
190,229.7,36.3,4.78,1.7,Extreme Range Wi-Fi,BAD,"Connection Dropouts, Text Only"
191,253.2,40.5,7.75,1.4,Extreme Range Wi-Fi,BAD,"Connection Dropouts, Text Only"
192,230.4,46.6,6.08,2.4,Extreme Range Wi-Fi,BAD,"Connection Dropouts, Text Only"
193,183.4,47.5,6.97,1.5,Extreme Range Wi-Fi,BAD,"Connection Dropouts, Text Only"
194,187.4,39.0,6.67,1.2,Extreme Range Wi-Fi,BAD,"Connection Dropouts, Text Only"
195,279.1,46.3,6.2,1.2,Extreme Range Wi-Fi,BAD,"Connection Dropouts, Text Only"
196,261.5,38.0,7.53,2.0,Extreme Range Wi-Fi,BAD,"Connection Dropouts, Text Only"
197,200.1,44.7,8.9,1.5,Extreme Range Wi-Fi,BAD,"Connection Dropouts, Text Only"
198,230.6,35.7,8.59,2.0,Extreme Range Wi-Fi,BAD,"Connection Dropouts, Text Only"
199,266.7,45.3,5.24,2.6,Extreme Range Wi-Fi,BAD,"Connection Dropouts, Text Only"
200,215.6,46.7,6.44,2.6,Extreme Range Wi-Fi,BAD,"Connection Dropouts, Text Only"
